buyer_id,seller_id,tx_count,total_value
U01258,U00934,1,57.19
U01958,U00340,1,0.14
U00249,U00719,1,0.06
U01714,U00843,1,0.48
U01841,U00751,1,6.22
U01949,U01357,1,15.1
U01800,U01589,1,0.94
U00347,U01912,1,42.49
U00382,U00153,1,15.9
U01693,U01821,1,2.87
U01541,U00553,1,6.38
U01616,U00892,1,0.27
U00727,U01132,1,5.22
U01089,U01471,1,0.39
U01243,U00112,1,10.47
U00260,U01550,1,9.97
U01640,U00705,1,21.73
U00876,U00671,1,9.37
U01350,U01766,1,2.77
U01226,U00576,1,1.06
U01038,U01214,1,25.77
U01479,U01544,1,20.27
U01520,U00775,1,1.12
U00918,U01105,1,0.66
U00057,U00490,1,12.08
U00805,U01745,1,10.56
U00569,U01532,1,8.15
U01242,U00928,1,14.06
U00250,U00053,1,12.81
U00993,U00843,1,0.25
U00942,U01694,1,17.05
U01152,U01827,1,0.84
U00327,U00988,1,10.58
U01228,U01310,1,31.88
U00496,U00975,1,0.54
U01402,U00922,1,14.9
U00883,U01575,1,0.34
U01141,U00930,1,17.89
U00705,U01805,1,0.52
U00794,U01646,1,53.0
U01605,U00005,1,0.29
U00877,U00450,1,23.28
U00801,U01141,1,5.09
U00607,U01119,1,1.3
U01857,U01457,1,4.73
U00820,U01214,1,3.51
U01711,U01817,1,1.92
U00138,U00565,1,13.74
U01484,U00956,1,35.7
U01745,U01900,1,10.69
U00060,U01705,1,0.99
U00644,U00822,1,2.52
U01007,U00218,1,9.91
U00295,U01533,1,0.56
U01088,U01813,1,0.44
U01510,U01606,1,13.69
U00018,U00209,1,22.21
U00521,U01913,1,13.97
U01643,U01203,1,0.76
U00599,U00997,1,19.85
U00325,U01076,1,32.36
U01906,U00666,1,4.33
U01426,U00757,1,22.55
U01771,U01962,1,6.18
U00706,U00049,1,39.79
U00185,U00361,1,31.87
U00595,U00265,1,3.75
U01070,U01904,1,6.12
U01209,U00553,1,81.99
U01051,U01989,1,6.25
U01699,U01434,1,2.29
U00026,U01942,1,11.33
U00869,U01787,1,1.57
U01508,U00854,1,0.62
U01275,U01549,1,1.36
U00731,U01787,1,173.07
U01774,U01131,1,1.52
U01974,U01651,1,2.59
U00096,U01787,1,20.61
U00351,U01218,1,0.81
U00761,U01154,1,30.07
U01418,U01787,1,15.44
U01057,U01742,1,1.55
U00222,U00890,1,3.36
U01270,U01497,1,0.22
U01687,U00351,1,0.26
U00951,U00042,1,0.09
U01172,U00300,1,3.1
U00340,U00154,1,3.23
U01987,U01373,1,0.16
U01327,U01144,1,1.09
U00685,U00458,1,3.97
U00319,U01279,1,33.26
U01478,U01561,1,0.24
U01179,U00059,1,10.02
U01771,U01464,1,1.54
U00749,U01853,1,46.5
U00758,U01690,1,0.52
U00884,U01853,1,25.05
U00228,U01853,1,36.06
U00964,U01853,1,5.53
U00052,U01966,1,2.36
U00942,U00186,1,37.13
U01678,U00237,1,0.94
U01941,U01216,1,20.09
U01350,U01046,1,4.67
U00770,U00453,1,1.28
U01013,U00389,1,3.07
U01178,U01857,1,1.31
U00422,U00354,1,37.93
U00833,U01105,1,0.62
U01393,U01691,1,2.35
U01004,U01379,1,5.04
U01023,U01413,1,33.98
U00658,U00421,1,555.81
U00015,U00966,1,0.15
U01074,U00029,1,4.31
U00647,U01963,1,3.13
U00681,U00706,1,3.73
U01518,U01894,1,4.61
U01974,U01409,1,4.37
U00944,U01134,1,0.33
U00785,U00316,1,0.34
U01896,U00993,1,25.88
U00628,U01950,1,0.19
U00686,U01258,1,0.41
U01003,U01015,1,1.19
U01672,U00728,1,16.07
U01433,U01789,1,5.24
U00513,U01624,1,2.92
U00226,U01217,1,0.43
U01094,U00035,1,0.23
U01306,U01951,1,2.15
U01188,U01936,1,6.77
U00431,U01090,1,10.44
U00709,U01803,1,3.0
U01196,U01369,1,9.7
U01829,U00553,1,0.42
U00432,U00955,1,27.64
U00784,U01224,1,2.98
U01514,U00207,1,0.57
U00916,U00517,1,6.22
U00817,U01093,1,1.05
U01797,U01092,1,1.78
U01388,U00604,1,6.11
U01127,U00779,1,2.08
U01325,U01628,1,0.14
U01276,U01792,1,0.83
U01597,U00200,1,4.36
U00244,U00254,1,0.35
U01186,U00055,1,6.76
U00580,U01175,1,7.74
U01861,U01717,1,24.21
U01210,U00893,1,16.93
U00711,U00368,2,21.46
U01731,U00167,1,0.29
U01664,U01819,1,5.0
U00031,U01407,1,25.9
U00630,U01250,1,0.19
U00369,U00625,1,24.08
U00678,U00364,1,17.38
U00070,U01340,1,0.45
U00250,U01126,1,7.38
U00808,U00238,1,15.57
U01839,U01616,1,9.35
U00386,U01628,1,0.62
U00393,U01569,1,0.25
U01126,U00666,1,9.59
U01611,U00017,1,1.04
U01698,U01513,1,7.54
U00343,U01983,1,10.96
U00666,U00250,1,11.99
U01799,U01241,1,0.18
U01795,U01076,1,10.5
U01010,U00721,1,8.93
U00067,U00167,1,20.62
U00412,U01134,1,28.29
U01725,U00870,1,0.61
U01134,U01222,1,1.49
U01004,U00876,1,20.17
U01260,U01156,1,7.04
U01957,U01691,1,0.17
U00555,U01561,1,7.55
U00122,U01074,1,0.54
U00685,U00446,1,30.47
U00278,U01663,1,4.41
U00138,U01077,1,0.7
U00447,U01649,1,15.38
U01543,U01050,1,0.4
U00263,U00879,1,15.76
U00431,U00114,1,5.3
U00945,U01814,1,5.52
U01366,U00988,1,0.33
U00912,U00264,1,7.15
U00959,U01732,1,6.46
U00589,U01131,1,5.62
U01144,U00597,1,3.61
U01390,U00060,1,552.02
U01080,U01913,1,3.98
U01874,U00492,1,8.28
U00062,U01314,1,32.9
U01309,U00710,1,0.18
U01292,U01721,1,0.32
U01866,U01751,1,0.23
U00508,U00477,1,8.99
U01333,U01577,1,11.19
U00574,U00019,1,6.57
U00497,U01938,1,0.65
U00458,U00295,1,0.59
U00375,U00558,1,0.17
U00359,U00072,1,23.17
U01191,U00433,1,45.76
U00450,U01586,1,4.24
U00190,U01334,1,0.83
U01451,U01028,1,2.81
U01029,U00711,1,0.46
U01476,U00065,1,54.97
U01095,U00510,1,4.27
U00767,U00071,1,42.06
U01754,U00398,1,4.01
U00609,U00800,1,1.44
U00518,U01340,1,49.73
U00972,U00693,1,19.01
U01779,U01692,1,14.36
U00117,U01936,1,13.19
U01420,U00272,1,7.6
U01175,U01762,1,22.63
U01966,U00059,1,0.39
U00574,U00184,1,4.48
U00183,U01481,1,1.1
U01276,U00885,1,0.21
U01771,U00838,1,105.74
U01202,U00267,1,0.83
U00378,U01670,1,0.2
U01565,U01607,1,9.97
U01704,U01153,1,4.23
U00510,U01489,1,11.79
U01588,U01524,1,4.19
U00324,U00926,1,9.58
U01906,U00769,1,15.26
U01101,U01406,1,1.68
U01231,U00733,1,4.24
U00689,U01180,1,9.45
U00987,U00014,1,6.75
U00302,U01120,1,2.6
U01304,U01280,1,11.77
U00009,U01215,1,29.08
U01825,U00902,1,15.56
U00104,U00021,1,5.62
U01893,U00920,1,0.17
U01562,U00411,1,4.19
U00500,U01397,1,2.81
U01987,U01792,1,11.82
U00780,U01255,1,0.69
U00564,U01269,1,2.93
U01479,U01909,1,19.75
U00805,U00262,1,0.45
U00891,U01335,1,1.12
U01143,U01246,1,0.26
U00885,U01435,1,57.8
U01018,U01320,1,57.79
U00990,U01753,1,0.73
U00461,U01320,1,70.18
U00515,U01422,1,0.38
U01890,U01320,1,5.07
U01200,U01320,1,17.82
U01605,U01141,1,23.31
U00008,U00664,1,4.41
U00178,U00164,1,1.02
U01989,U01188,1,9.71
U01618,U00996,1,11.04
U01553,U01934,1,16.1
U00969,U01133,1,11.97
U00037,U01720,1,0.4
U01197,U01754,1,0.44
U00723,U00182,1,29.12
U00056,U01367,1,24.05
U01985,U01827,1,97.18
U00020,U00650,1,0.36
U01923,U01390,1,2.96
U01080,U01827,1,5.73
U01231,U01584,1,4.43
U00756,U01827,2,184.19
U01446,U01455,1,1047.81
U01714,U00559,1,13.53
U01567,U01827,1,37.52
U00919,U00294,1,4.98
U01503,U00467,1,0.64
U01068,U00902,1,71.44
U01348,U01917,1,35.21
U01365,U00191,1,0.5
U00513,U00985,1,0.87
U00695,U00786,1,21.69
U01274,U01480,1,20.9
U00364,U00320,1,25.38
U00399,U01064,1,6.73
U00370,U01765,1,0.17
U01627,U01723,1,8.68
U00934,U00115,1,2.26
U00470,U00281,1,1.09
U01349,U01721,1,16.03
U00047,U00696,1,24.76
U01871,U00281,1,1.5
U01479,U01226,1,0.83
U01644,U01211,1,1.79
U00977,U00281,1,12.18
U01881,U00081,1,6.82
U00913,U00591,1,0.26
U00483,U00281,1,270.44
U00329,U00766,1,0.18
U00179,U01943,1,0.93
U00669,U00686,1,0.59
U00025,U00443,1,0.28
U00295,U01272,1,0.61
U00536,U00552,1,24.07
U01745,U00316,1,0.16
U01124,U00147,1,9.1
U00358,U00311,1,4.69
U01036,U01909,1,6.16
U01880,U01835,1,24.92
U01182,U00578,1,0.27
U00527,U01277,1,2.37
U01896,U00059,1,0.75
U00904,U01253,1,20.32
U00871,U00698,1,26.23
U00612,U00746,1,3.65
U00942,U00377,1,0.53
U01513,U00055,1,36.08
U01513,U01299,1,935.24
U01513,U01418,1,9.04
U01513,U00635,1,74.31
U00861,U00405,1,4.91
U00046,U00426,1,2.43
U01513,U00634,1,132.22
U00344,U00584,1,1.65
U00501,U00524,1,0.14
U01571,U00482,1,44.61
U01513,U00555,1,254.35
U00480,U00398,1,53.27
U01513,U01635,1,877.73
U01868,U01672,1,1.23
U01513,U01125,1,153.48
U01513,U00028,1,57.01
U01388,U01147,1,6.35
U01022,U00421,1,0.23
U01513,U00210,1,284.73
U01893,U01085,1,0.71
U00829,U00117,1,0.67
U01649,U00295,1,35.82
U00686,U01509,1,3.16
U01168,U01792,1,23.26
U00157,U01052,1,1.67
U01621,U01972,1,37.76
U01033,U01677,1,3.6
U00291,U01677,1,53.64
U00056,U01560,1,0.75
U01309,U01677,1,20.78
U01902,U01152,1,38.67
U01977,U01966,1,33.55
U00685,U01677,1,14.22
U00922,U00847,1,13.88
U00353,U00309,1,0.53
U01583,U00905,1,1.18
U01539,U01160,1,0.19
U01784,U01316,1,4.01
U01049,U00291,1,5.88
U01538,U00653,1,20.44
U01403,U01292,1,22.16
U00606,U01815,1,6.47
U01707,U01229,1,30.07
U00437,U01379,1,9.03
U00338,U01169,1,32.62
U01567,U00689,1,3.78
U01842,U01326,1,31.51
U00053,U00583,1,61.85
U00067,U01358,1,24.33
U00807,U00261,1,0.44
U00614,U00703,1,2.02
U01917,U00381,1,0.52
U01574,U00166,1,10.2
U01813,U01010,1,0.26
U00915,U00539,1,4.28
U01883,U00083,1,42.3
U01222,U01358,1,19.39
U01278,U01540,1,8.2
U01868,U00380,1,0.42
U01259,U00591,1,33.35
U01627,U00944,1,0.4
U01184,U01771,1,240.89
U01144,U01344,1,8.8
U00302,U01829,1,26.61
U00565,U00222,1,31.68
U00570,U01783,1,3.26
U01684,U00235,1,0.61
U01450,U01014,1,9.55
U01794,U00809,1,13.29
U01660,U00754,1,4.7
U01046,U01601,1,55.08
U01021,U01601,1,90.13
U01440,U01057,1,0.3
U01645,U00516,1,5.21
U01115,U01555,1,14.19
U01338,U01601,1,1.88
U01831,U00000,1,0.41
U01003,U00388,1,84.02
U01012,U01601,1,86.67
U00921,U00862,1,0.57
U01104,U01575,1,8.84
U01120,U00900,1,3.56
U01507,U01544,1,0.44
U00863,U01925,1,0.57
U01396,U01184,1,0.47
U01326,U01849,1,21.44
U01979,U01880,1,0.32
U00457,U00209,1,0.46
U01014,U00923,1,16.82
U01169,U01240,1,9.93
U00652,U00561,1,23.51
U01167,U00224,1,0.48
U00747,U01637,1,5.19
U01742,U00750,1,4.6
U00074,U00447,1,25.54
U00011,U00638,1,3.64
U00397,U00774,1,18.51
U01656,U00550,1,20.28
U00070,U01501,1,0.22
U00696,U01516,1,0.37
U01440,U00851,1,1.42
U00646,U00847,1,21.4
U01657,U00738,1,0.38
U01263,U01190,1,3.58
U01966,U01674,1,5.54
U01235,U01829,1,7.95
U01068,U00318,1,1.13
U00598,U01505,1,1.36
U00983,U01640,1,0.44
U01845,U00164,1,0.68
U00689,U00206,1,1.11
U01803,U01744,1,23.91
U01320,U00043,1,2.56
U00578,U00027,1,167.88
U00563,U01326,1,3.86
U01342,U00714,1,95.55
U00488,U00867,1,0.54
U00361,U00794,1,0.41
U01342,U00378,1,70.37
U01342,U01158,1,87.13
U01342,U00034,1,170.99
U00865,U00397,1,3.26
U01568,U01791,1,0.53
U01342,U01028,1,97.31
U00847,U00772,1,11.11
U01342,U00117,1,214.93
U01345,U00278,1,0.47
U01342,U01297,1,10.49
U01342,U00020,1,7.69
U01188,U01594,1,40.88
U01342,U01341,1,165.58
U01342,U00747,1,15.71
U00067,U01251,1,0.19
U00715,U00168,1,0.3
U01399,U01905,1,5.39
U00637,U01827,1,60.61
U00706,U00770,1,3.29
U00216,U01509,1,25.85
U01868,U01810,1,29.88
U00986,U00831,1,0.38
U00459,U01461,1,0.29
U00248,U00809,1,0.43
U00117,U00502,1,13.51
U01900,U01047,1,0.38
U00231,U00130,2,3.34
U01146,U01794,1,1.4
U00080,U01981,1,1.1
U01307,U00197,1,11.88
U00281,U00553,1,7.53
U01930,U01846,1,23.5
U01362,U01876,1,1.21
U01566,U00907,1,19.85
U01861,U01979,1,0.76
U00912,U01313,1,23.29
U00175,U01020,1,3.53
U01080,U00248,1,17.61
U00225,U00811,1,8.39
U00713,U01991,1,4.0
U00374,U01657,1,11.5
U00888,U01666,1,68.18
U01660,U01121,1,3.07
U00429,U00657,1,41.15
U01296,U01427,1,7.17
U00653,U01044,1,13.95
U01113,U00507,1,10.26
U00814,U00109,1,0.26
U01049,U01938,1,5.79
U00678,U01504,1,3.26
U01088,U00789,1,11.38
U00286,U01341,1,27.61
U00970,U00281,1,22.81
U01802,U01886,1,3.23
U00858,U00800,1,8.57
U00406,U01056,1,17.04
U00330,U01104,1,5.68
U01427,U00556,1,1.19
U01308,U01802,1,0.33
U00092,U01640,1,0.9
U00603,U01926,1,0.47
U00056,U01760,1,2.58
U01822,U01958,1,33.13
U01955,U00874,1,8.82
U01962,U00502,1,0.23
U00164,U00819,1,0.37
U01370,U01777,1,2.33
U00279,U00937,1,11.33
U01189,U00739,1,4.33
U01909,U01158,1,13.23
U00515,U01095,1,1.58
U00522,U00673,1,2.38
U00566,U00463,1,0.2
U00455,U01774,1,3.45
U00752,U01583,1,7.98
U01388,U00315,1,0.18
U00311,U00442,1,0.79
U00381,U00654,1,8.85
U01883,U01221,1,5.33
U00716,U01388,1,0.4
U01127,U01313,1,0.22
U00579,U00578,1,1.18
U01105,U01101,1,23.11
U00851,U00202,1,0.32
U01712,U01369,1,0.16
U01138,U00830,1,9.5
U00710,U01240,1,1189.82
U01962,U00393,1,5.65
U00710,U01652,1,287.97
U00710,U01163,1,156.7
U01768,U01826,1,12.69
U00710,U01029,1,120.31
U00056,U00874,1,0.2
U00710,U01102,1,393.15
U00710,U01642,1,171.94
U00710,U01497,1,1103.12
U00710,U01066,1,290.87
U01786,U01931,1,5.68
U01226,U01087,1,4.27
U00710,U01285,1,152.67
U00710,U01188,1,14.02
U01651,U00004,1,9.05
U01526,U00789,1,4.68
U01274,U00823,1,7.62
U00415,U00503,1,2.91
U01953,U00462,1,19.61
U00809,U01335,1,3.53
U00943,U01215,1,0.78
U01584,U01601,1,0.76
U01380,U01972,1,9.35
U01284,U01937,1,13.94
U01551,U00883,1,2.06
U00877,U01599,1,40.78
U01479,U00516,1,6.2
U00250,U00584,1,1.4
U01168,U00382,1,24.01
U00820,U00358,1,11.01
U00281,U01881,1,37.36
U01515,U00298,1,0.34
U01857,U01639,1,5.26
U01492,U01616,1,0.16
U00470,U00044,1,12.0
U01858,U00634,1,27.21
U01600,U01328,1,23.48
U00068,U00472,1,8.51
U01405,U00334,1,1.44
U00376,U01516,1,12.79
U00320,U00304,1,10.97
U00922,U00227,1,13.74
U00401,U01694,1,36.05
U01077,U00354,1,14.99
U01178,U01325,1,1.17
U00162,U00360,1,5.1
U01177,U01601,1,4.06
U01554,U00942,1,5.22
U00495,U00021,1,0.11
U01294,U00098,1,0.29
U01582,U00275,1,0.33
U00493,U01215,1,2.74
U00277,U00917,1,0.74
U01768,U01079,1,0.42
U00116,U01800,1,12.06
U00421,U01776,1,0.55
U00936,U01407,1,0.24
U01356,U01337,1,3.72
U00546,U01652,1,45.86
U01032,U01887,1,7.7
U00503,U00277,1,7.44
U00888,U00011,1,4.89
U00696,U01528,1,0.5
U01603,U01830,1,53.98
U00104,U00751,1,14.27
U01149,U00011,1,16.49
U01900,U01235,1,10.76
U00506,U01510,1,4.36
U00032,U01291,1,4.33
U00548,U00560,1,2.5
U00217,U01799,1,392.5
U00344,U00135,1,24.77
U01876,U01301,1,18.73
U00667,U01142,1,0.65
U01252,U00525,1,0.48
U01093,U00453,1,3.53
U01222,U00911,1,0.44
U00358,U00967,1,15.7
U01704,U00752,1,0.7
U00467,U00948,1,5.3
U00185,U01815,1,0.22
U00495,U00037,1,20.0
U00278,U00006,1,1.87
U01358,U01105,1,0.71
U01598,U00939,1,1.64
U00033,U01269,1,2.77
U01090,U00937,1,24.74
U01654,U01065,1,0.39
U01379,U01238,1,3.26
U00045,U00598,1,0.79
U00473,U00731,1,1.32
U00766,U01539,2,182.44
U00104,U00344,1,13.55
U00988,U01286,1,2.49
U00998,U01941,1,1.02
U00778,U00539,1,8.25
U01305,U00434,1,1.4
U01469,U01029,1,0.55
U00400,U01999,1,28.69
U01304,U00494,1,8.51
U00633,U00191,1,0.4
U00027,U00746,1,291.4
U00294,U01641,1,45.95
U01647,U01187,1,0.46
U00099,U01581,1,0.37
U01247,U01274,1,35.35
U01942,U00231,1,0.9
U01324,U01854,1,27.73
U01588,U00131,1,333.76
U00751,U00968,1,16.89
U00381,U01549,1,12.48
U01345,U01788,1,1.01
U00619,U01900,1,0.07
U00039,U01676,1,9.74
U01960,U00569,1,7.85
U00502,U00533,1,3.22
U01105,U01672,1,0.52
U01779,U00426,1,12.87
U01167,U01213,1,0.16
U01842,U00247,1,1.66
U01780,U01409,1,0.38
U01260,U00451,1,0.48
U01987,U00399,1,23.67
U01211,U00810,1,13.38
U00953,U01714,1,2.16
U00284,U01215,1,36.4
U01979,U01689,1,0.97
U00113,U01065,1,0.66
U01864,U01472,1,22.42
U01594,U01221,1,5.37
U00139,U01647,1,10.02
U01965,U01369,1,2.44
U01381,U00757,1,62.97
U00957,U00956,1,27.07
U00176,U01808,1,1.38
U01617,U01807,1,1.48
U00152,U01874,1,0.5
U00451,U00664,1,40.34
U00527,U00476,1,38.65
U00857,U01438,1,1.08
U00332,U00061,1,2.73
U01338,U00091,1,0.83
U01971,U01752,1,6.1
U01972,U01408,1,5.31
U01907,U00948,1,0.29
U01524,U00357,1,3.95
U00355,U01213,1,7.9
U00571,U00263,1,4.27
U01026,U00221,1,7.75
U01430,U00296,1,1.71
U01374,U00415,1,0.12
U01578,U00456,1,0.6
U00538,U00935,1,9.36
U01506,U01725,1,0.32
U00404,U00935,1,14.01
U00695,U00198,1,1.71
U00233,U00366,1,2.03
U00162,U00950,1,1.57
U01296,U00329,1,16.88
U01472,U01522,1,0.12
U00349,U00051,1,0.88
U01977,U00931,1,34.52
U00796,U00892,1,12.69
U00705,U01537,1,19.93
U00767,U00959,1,3.03
U00090,U00875,1,7.41
U00364,U00440,1,5.41
U01218,U00501,1,0.36
U00557,U00017,1,9.33
U01174,U01253,1,4.01
U01350,U01325,1,11.56
U00272,U01481,1,3.02
U01598,U00338,1,11.15
U01536,U00093,1,23.98
U00739,U01038,1,11.79
U00329,U00947,1,15.32
U01931,U00907,1,0.53
U01760,U01709,1,15.3
U00749,U01676,1,31.41
U00718,U00468,1,0.8
U01336,U01827,1,0.36
U01026,U00964,1,16.33
U01771,U01422,1,16.82
U00209,U01433,1,1.0
U00353,U00079,1,7.71
U01729,U00331,1,3.96
U00356,U00312,1,50.45
U01573,U01628,2,256.26
U01089,U01213,1,33.77
U01334,U00254,1,27.69
U00762,U00744,1,0.59
U01575,U00029,1,70.79
U01438,U01639,1,0.17
U00639,U00291,1,23.18
U01287,U01141,1,0.12
U00952,U00552,1,0.66
U01912,U01314,1,8.23
U01544,U00964,1,0.59
U00312,U01702,1,56.04
U00039,U00538,1,38.33
U00690,U01537,1,0.28
U00375,U00542,1,0.33
U00860,U00721,1,3.27
U00567,U00697,1,3.36
U01358,U01878,1,1.32
U01849,U01009,1,0.14
U01553,U01021,1,0.51
U00897,U01476,1,23.22
U00325,U00961,1,5.26
U00883,U00778,1,9.5
U00864,U01758,1,0.23
U00292,U00996,1,1.35
U00052,U00909,1,0.17
U00835,U01229,1,12.47
U00419,U01876,1,0.33
U01441,U01447,1,0.31
U00061,U01657,1,0.42
U01295,U00961,1,0.24
U01264,U01658,1,41.99
U01882,U00755,1,1.47
U00491,U01554,1,10.54
U00839,U00762,1,168.1
U00762,U00708,1,218.54
U00708,U00839,1,273.17
U00061,U00161,1,16.54
U00414,U01032,1,5.96
U01067,U01118,1,1.43
U00740,U00105,1,72.43
U01894,U00071,1,19.61
U01061,U00495,1,8.99
U00117,U00781,1,7.23
U00599,U01900,1,1.07
U01540,U01188,1,0.12
U00066,U01921,1,18.32
U01474,U01635,1,9.09
U01710,U01785,1,32.85
U01254,U00539,1,29.05
U01807,U00698,1,0.31
U00648,U00850,1,6.58
U01638,U01584,1,18.12
U01549,U00482,1,0.29
U01341,U00100,1,0.31
U01541,U01378,1,0.31
U00897,U00715,1,10.9
U00312,U01695,1,9.17
U01776,U00092,1,16.18
U00293,U00085,1,14.04
U01865,U01497,1,1.4
U00550,U00185,1,0.86
U00624,U01519,1,17.16
U00227,U00261,1,0.34
U01049,U01293,1,2.58
U01512,U01649,1,16.54
U01448,U01953,1,4.74
U00838,U01147,1,3.42
U00570,U00997,1,8.87
U00229,U01030,1,17.14
U01053,U01317,1,0.87
U01426,U01383,1,16.55
U01430,U01683,1,4.4
U00466,U00057,1,1.39
U01850,U01486,1,0.95
U00320,U00577,1,19.19
U01417,U01359,1,0.58
U01621,U00482,1,0.49
U01424,U01690,1,8.71
U01648,U00458,1,0.4
U01419,U00814,1,3.26
U01041,U01944,1,0.85
U01955,U01527,1,0.44
U01702,U00634,1,51.18
U00117,U00268,1,4.16
U00416,U00419,1,38.07
U00022,U00149,1,7.88
U00260,U00247,1,0.39
U00701,U01726,1,1.13
U00922,U01161,1,12.92
U00626,U00836,1,43.15
U01236,U01872,1,3.52
U01005,U01661,1,8.0
U01671,U00838,1,0.25
U01360,U01014,1,20.97
U01255,U00070,1,0.39
U01740,U01997,1,1.48
U00494,U00508,1,4.17
U00196,U01415,1,13.62
U01117,U00281,1,3.29
U01739,U00791,1,0.65
U01617,U00880,1,4.84
U00809,U00956,1,1.37
U01591,U00747,1,2.95
U01042,U00696,1,23.68
U01224,U00043,1,19.44
U01595,U00174,1,1.1
U00492,U01153,1,0.32
U00028,U00542,1,0.36
U00675,U00824,1,0.27
U00620,U00425,1,0.87
U00405,U01895,1,3.98
U01160,U01862,1,3.17
U00646,U00532,1,0.37
U01039,U00892,1,26.79
U00362,U00425,1,18.64
U01688,U01413,1,0.17
U01918,U00425,1,3.84
U01182,U01260,1,28.7
U00350,U00425,1,176.3
U00766,U00101,1,43.0
U00002,U01649,1,7.68
U01600,U00049,1,5.74
U01991,U00955,1,5.73
U00361,U01739,1,8.33
U00557,U00204,1,28.94
U00339,U01083,1,8.08
U00425,U00147,1,5.53
U00613,U01753,1,0.15
U00716,U01885,2,11.9
U01841,U00615,1,0.85
U01058,U01612,1,0.76
U00204,U01940,1,11.0
U00112,U00129,1,1.09
U01539,U00067,1,9.4
U01339,U01376,1,1.48
U00005,U00677,1,1.01
U00158,U00626,1,2.98
U00136,U01796,1,10.56
U01432,U01236,1,3.74
U00902,U01065,1,3.85
U01663,U00398,1,0.64
U01857,U00918,1,50.99
U00340,U01230,1,0.42
U01429,U00479,1,19.93
U01554,U00972,1,10.71
U01652,U01939,1,30.59
U01062,U01931,1,1.05
U01213,U00312,1,5.27
U00270,U00758,1,13.2
U01786,U00893,1,16.32
U00196,U01739,1,0.58
U00343,U01359,1,3.47
U00999,U00216,1,42.27
U00216,U00793,1,54.95
U01304,U01556,1,7.02
U00793,U00999,1,68.69
U00651,U01431,1,6.4
U01144,U01915,1,2.52
U00861,U01730,1,28.27
U01596,U00704,1,25.95
U01435,U01788,1,1.59
U01365,U01876,1,8.52
U01250,U01632,1,6.03
U00973,U01234,1,11.83
U01466,U01267,1,28.94
U01019,U01825,1,0.41
U01292,U01164,1,0.32
U01232,U00434,1,0.46
U01740,U01606,1,24.94
U00346,U01615,1,0.77
U00807,U01584,1,11.61
U00519,U00772,1,0.39
U00644,U01807,1,0.51
U01799,U00426,1,42.32
U00733,U01236,1,41.8
U00684,U00671,1,7.59
U01419,U01498,1,0.14
U00402,U01380,1,1.04
U00541,U00574,1,26.41
U00868,U00419,1,63.8
U00405,U00581,1,0.93
U00222,U01431,1,8.27
U01767,U01904,1,11.26
U00396,U01204,1,7.14
U01019,U00138,1,12.37
U01610,U01705,1,4.35
U00980,U00323,1,12.42
U00021,U01687,1,2.77
U00612,U00174,1,328.94
U00612,U01443,1,1106.85
U00401,U00000,1,2.52
U01403,U00913,1,0.57
U00931,U01200,1,18.36
U00612,U01865,1,731.17
U00612,U00634,1,305.51
U00612,U01790,1,32.0
U00612,U00797,1,96.41
U00612,U01953,1,377.94
U00612,U00535,1,28.34
U00501,U01324,1,0.31
U00612,U00757,1,178.04
U00612,U01416,1,390.0
U00786,U00804,1,0.87
U00927,U01160,1,10.63
U01186,U00632,1,623.2
U01868,U01603,1,6.01
U00376,U00882,1,0.78
U00530,U00621,1,3.3
U00306,U01395,1,16.83
U00528,U00138,1,13.58
U00954,U01850,1,12.95
U01988,U01584,1,3.58
U01781,U01001,1,15.97
U00257,U01589,1,60.59
U01881,U01748,1,1.68
U01572,U00653,1,8.99
U00314,U01889,1,0.86
U01747,U00643,2,131.52
U01369,U01101,1,36.11
U01750,U00542,1,2.44
U01068,U00590,1,26.8
U01679,U01155,1,16.67
U01827,U01055,1,33.36
U00013,U00940,1,26.98
U01708,U00010,1,0.25
U01038,U00557,1,0.48
U00734,U01065,1,5.32
U01945,U00380,1,6.6
U01542,U00708,1,48.33
U01312,U00555,1,9.89
U01667,U00142,1,113.8
U00250,U00808,1,29.05
U00147,U00910,1,10.57
U00880,U01213,1,0.34
U01981,U01175,1,2.12
U01746,U00970,1,0.95
U00141,U00994,1,16.85
U01269,U01102,1,1.12
U01732,U00994,1,214.48
U00985,U00676,1,25.52
U00638,U00327,1,4.77
U00676,U00210,1,33.17
U01159,U00994,1,77.25
U00798,U01666,1,22.44
U01107,U00695,1,12.65
U00210,U00985,1,41.46
U01581,U00994,1,111.22
U00508,U01641,1,2.59
U01426,U01104,1,24.77
U01886,U00562,1,3.38
U01491,U01366,1,4.91
U00520,U01747,1,1.56
U01383,U01796,1,5.35
U00848,U00190,1,1.33
U00760,U01950,1,16.83
U00659,U01020,1,19.1
U00832,U00295,1,10.07
U01896,U00319,1,6.33
U00308,U00530,1,3.48
U00922,U01039,1,0.45
U00263,U01357,1,0.44
U01340,U01603,1,11.1
U01718,U01598,1,2.26
U00825,U01323,1,4.89
U01284,U01996,1,23.17
U01950,U00128,1,3.58
U01547,U00956,2,605.32
U00059,U01848,1,3.01
U00435,U01769,1,0.34
U01981,U01446,1,0.4
U01337,U00213,1,6.69
U01284,U00207,1,49.79
U01739,U01040,1,0.17
U01629,U01416,1,11.52
U01235,U00500,1,1.79
U01032,U00323,1,12.89
U00869,U00526,1,46.37
U00108,U00291,1,6.74
