transaction_id,timestamp,marketplace,buyer_id,seller_id,item_id,category,price,quantity,currency,payment_method,buyer_region,seller_region,buyer_device,seller_device,buyer_account_age_days,seller_account_age_days,buyer_feedback,seller_feedback,buyer_kyc,seller_kyc,buyer_vpn_suspected,seller_vpn_suspected,buyer_ip_hash,seller_ip_hash,cumulative_spend_24h,time_since_prev_buyer_min,time_since_prev_seller_min,buyer_seller_prior_7d_edgecount,anomaly_label,anomaly_notes,payment_id,price_z
T6ccb5585c9,2025-04-03 19:21:06,Prime,U01118,U01329,I0247,artifact,20.21,1,GEM,card,EU,SEA,desktop,android,29,260,3.81,4.48,0,1,0,0,072df76016,96a7b970f3,20.3,-1651.6,-5053.05,1,normal,,P89e2626a94,-0.314
T1cb300fbb8,2025-04-03 19:22:21,Prime,U01294,U01189,I0331,mount,533.64,1,GEM,crypto,OCE,NA,ios,desktop,1437,88,4.3,4.9,0,0,0,0,51ad318078,3182f54df0,459.22,-6539.0,-29321.73,1,price_spike_manipulation,Extreme price multiple x6.00 vs base,P08e99d7b66,4.694
Tc827ca9608,2025-04-03 19:26:22,Shadow,U00994,U00396,I0271,title,2.69,1,GEM,crypto,NA,EAST_ASIA,ios,desktop,540,186,3.94,3.0,1,0,0,0,fd50f28d7a,7259c6e85f,17.95,-6926.92,-16638.12,1,normal,,Pc385363e14,-0.27
Tcbbe04cd78,2025-04-03 19:26:30,Prime,U01795,U01275,I0413,card_epic,3.31,1,GEM,wallet,SEA,EAST_ASIA,desktop,console,336,24,3.89,4.48,1,1,0,0,a1a6e18674,e9ffc58d9e,0.93,-2787.48,-5834.4,1,normal,,Pd90991dc6c,-0.267
Tdbd8e041e4,2025-04-03 19:30:39,Shadow,U00708,U00274,I0453,card_common,0.41,1,GEM,card,NA,EU,desktop,desktop,1392,112,5.0,3.71,1,1,0,0,243fa552d8,ce2be3e5bb,0.0,,,1,normal,,Pe8225c6823,-0.264
Td56c040c59,2025-04-03 19:32:18,Prime,U00535,U01887,I0180,artifact,22.22,1,GEM,wallet,EU,SEA,console,android,206,43,4.57,3.25,1,0,0,1,18792902a5,af8fc28d3d,135.59,-34638.43,-25951.27,1,normal,,Pf969df0653,-0.301
T4369390f7f,2025-04-03 19:40:22,Prime,U00081,U01842,I0044,title,19.4,1,GEM,card,NA,OCE,desktop,desktop,883,467,3.9,4.35,0,1,1,0,cc28ca16d4,bd51adc768,150.83,-15625.77,2643.25,1,rmt_selling,Crypto used to transfer real-world value via low-value items,P31163a5b1b,0.515
T0eee670af6,2025-04-03 19:46:33,Arcade,U00611,U00677,I0316,consumable,0.24,1,GEM,card,EU,LATAM,desktop,desktop,91,648,4.1,4.14,1,0,0,0,1ab8506a3b,a84def1926,10.57,-16761.58,-34437.8,1,normal,,Pf1b3b392c4,-0.267
T3cdb4ebfad,2025-04-03 19:58:47,Shadow,U00813,U01252,I0115,blueprint,18.73,1,GEM,card,NA,OCE,android,ios,273,643,5.0,4.2,0,1,0,0,5cff2a35f8,772fb7e64a,53.44,-36436.58,-27874.52,1,normal,,P809a46c563,-0.202
T1944b9e84c,2025-04-03 20:06:14,Prime,U01034,U00788,I0027,skin_rare,7.5,1,GEM,card,OCE,EU,ios,desktop,12,48,4.4,5.0,1,1,0,0,45f4990d6e,cfcbd814e7,28.67,-18803.55,-20503.95,1,normal,,P9984d6b2c8,-0.202
Tf1b5d4a8dd,2025-04-03 20:14:35,Prime,U00791,U01431,I0455,skin_rare,6.4,1,GEM,wallet,EAST_ASIA,LATAM,ios,desktop,41,308,3.32,4.07,1,0,0,0,d2ff42f0fc,1079c4d2cc,0.0,,-11213.48,1,normal,,P223a0786fc,-0.228
T65b40cd30c,2025-04-03 20:15:12,Shadow,U00232,U00952,I0499,skin_common,0.94,1,GEM,crypto,NA,OCE,desktop,desktop,304,186,4.34,4.47,0,0,0,0,520c58368e,12ccff07b4,45.7,1954.63,-28175.78,1,normal,,P5287974898,-0.28
T81d7be420a,2025-04-03 20:19:45,Shadow,U01700,U01289,I0498,title,1.61,1,GEM,crypto,NA,NA,desktop,desktop,52,33,4.03,4.11,0,0,0,0,9f3fa4a017,5eb44ff0dc,36.13,-17060.78,-37971.57,1,normal,,P61fcd0caed,-0.321
T19a10a8487,2025-04-03 20:19:46,Shadow,U00584,U00066,I0127,title,5.49,1,GEM,card,NA,SEA,desktop,desktop,149,148,4.91,5.0,1,1,0,0,5afcfab6bd,106ba689cf,1.12,-38299.17,-16272.17,1,normal,,Pf78480e7d1,-0.138
T7c6ba2679a,2025-04-03 20:20:31,Prime,U00616,U00171,I0391,skin_legendary,25.23,1,GEM,card,EU,SEA,desktop,ios,7,329,4.5,4.21,1,1,0,0,f0c8083c59,65ac2d7edb,96.49,-886.83,-22353.23,1,normal,,Pf403bc53e0,-0.269
T42baac492f,2025-04-03 20:30:19,Prime,U01671,U01898,I0360,blueprint,30.35,1,GEM,card,NA,OCE,ios,desktop,109,121,3.61,3.76,0,1,0,1,2752170579,3e9e4de053,0.0,,-6174.88,1,normal,,Pfce35586a4,-0.033
T8de69ec367,2025-04-03 20:33:54,Shadow,U00077,U00896,I0000,blueprint,9.38,1,GEM,wallet,NA,SEA,desktop,desktop,205,224,3.05,4.09,1,0,0,0,6853105187,7a5906d771,55.1,-2088.65,-3831.82,1,normal,,P03afe7d58c,-0.339
T0be3a08161,2025-04-03 20:35:28,Prime,U00772,U01953,I0406,consumable,0.18,1,GEM,card,LATAM,LATAM,desktop,android,128,89,3.81,4.35,0,1,0,0,90e8e37bc6,2d5f460272,52.84,-32287.1,-10642.95,1,normal,,Pc9bb018880,-0.296
T8e88b011a3,2025-04-03 20:35:33,Arcade,U01261,U00191,I0008,skin_legendary,65.12,1,GEM,crypto,NA,NA,android,desktop,292,402,4.56,4.12,1,1,0,0,d954928088,5775f445b7,16.56,-38727.13,-37260.28,1,normal,,P1cb1b91cf3,-0.121
Ta910f8d14e,2025-04-03 20:49:20,Prime,U00873,U00086,I0293,consumable,0.39,1,GEM,wallet,LATAM,EAST_ASIA,ios,ios,150,4,4.54,4.43,0,0,1,1,31bfadb357,b6ddea3ef1,53.39,-19971.07,-5681.2,1,normal,,P0dcf9cd657,-0.195
T74877b4573,2025-04-03 20:49:40,Prime,U00068,U01791,I0116,mount,12.74,1,GEM,giftcode,LATAM,SEA,console,desktop,560,2284,3.95,4.17,1,0,1,1,779a8b138d,e62f06f442,23.02,-29653.22,-13791.68,1,normal,,P8f9ace9b9f,-0.26
Tdf9e06e72b,2025-04-03 20:54:37,Prime,U01241,U00124,I0285,card_epic,10.96,1,GEM,wallet,OCE,EU,desktop,desktop,214,441,4.2,3.84,1,1,0,0,87a4d0b4b9,d32d9a98df,15.99,-19160.13,,1,normal,,P666aeb7d74,0.002
Tafa96fd58c,2025-04-03 21:03:53,Shadow,U01719,U00459,I0378,card_epic,15.97,1,GEM,wallet,EAST_ASIA,EAST_ASIA,desktop,ios,383,21,3.33,4.36,1,1,0,0,35f03b7eef,76dd4b1af0,30.65,-33682.82,-35099.27,1,mule_account,Very new accounts funneling items to a central hub,P52f89e9649,0.178
Tbdb6eb1e4c,2025-04-03 21:07:06,Prime,U00794,U00144,I0017,card_epic,3.36,1,GEM,card,EAST_ASIA,LATAM,desktop,ios,162,807,3.69,4.59,1,1,1,0,0e105c7d58,9bb76971df,0.0,,-1347.87,1,normal,,P56ef2d70aa,-0.266
T48a781f275,2025-04-03 21:07:46,Prime,U01908,U01513,I0095,card_common,1.24,1,GEM,card,NA,NA,desktop,ios,158,180,4.56,4.3,1,0,0,0,917c8ce8c0,75e6fcad23,28.62,-35915.57,-7861.65,1,normal,,Pec042faeec,0.034
T79efcd8f2a,2025-04-03 21:10:53,Shadow,U00680,U00459,I0413,card_epic,13.32,1,GEM,wallet,OCE,EAST_ASIA,android,ios,204,21,3.48,4.36,1,1,0,0,08768d943d,76dd4b1af0,24.65,-20760.37,7.0,1,mule_account,Very new accounts funneling items to a central hub,P082862a322,0.085
Tc1d9ccbc9a,2025-04-03 21:17:53,Prime,U00456,U00459,I0471,skin_common,4.42,1,GEM,card,LATAM,EAST_ASIA,desktop,ios,402,21,3.92,4.36,0,1,0,0,10e82f4e6f,76dd4b1af0,34.83,-6727.28,7.0,1,mule_account,Very new accounts funneling items to a central hub,Pe0dc6b7a47,0.239
T3096c83ffd,2025-04-03 21:23:33,Shadow,U00472,U01152,I0416,artifact,17.21,1,GEM,giftcode,EU,EAST_ASIA,ios,desktop,467,417,4.81,3.06,0,0,0,0,89bd232f1a,967dc71931,43.32,-4890.43,-8680.92,1,normal,,P119929fb26,-0.333
Tf39dfaa0b1,2025-04-03 21:24:53,Prime,U00836,U00459,I0083,mount,111.86,1,GEM,crypto,EU,EAST_ASIA,android,ios,367,21,3.61,4.36,0,1,0,0,de174a3cb1,76dd4b1af0,7.47,-20719.98,7.0,1,mule_account,Very new accounts funneling items to a central hub,Pc67f83ca9d,0.683
T31ecb49f5b,2025-04-03 21:25:48,Prime,U01600,U01820,I0426,consumable,0.19,1,GEM,wallet,EAST_ASIA,OCE,desktop,desktop,315,76,4.13,4.92,1,1,0,0,2cffaf1961,055dfb4cf9,23.48,-9626.17,-6829.22,1,normal,,P70b990709d,-0.291
T5aed4e6f73,2025-04-03 21:37:33,Prime,U00998,U01984,I0340,skin_rare,4.49,1,GEM,card,LATAM,NA,desktop,android,34,269,4.39,4.82,1,1,0,0,6586c25fc7,2b334533f4,1.06,-27065.12,,1,normal,,P51432913c4,-0.273
T0c8a448117,2025-04-03 21:41:03,Prime,U01169,U00068,I0480,consumable,0.36,1,GEM,card,SEA,LATAM,desktop,console,4,560,4.69,3.95,1,1,0,1,045c4163b9,779a8b138d,10.7,-18568.45,-13201.6,1,normal,,P0885acc941,-0.209
T617e3d6d9d,2025-04-03 21:54:21,Prime,U00587,U00227,I0079,skin_rare,6.59,1,GEM,crypto,EU,EU,ios,desktop,37,104,4.1,4.52,1,0,0,1,22d0be38fc,4d4dd26a89,0.0,,-28348.85,1,normal,,P13908b3deb,-0.223
T61b46ee426,2025-04-03 21:55:18,Prime,U01465,U01415,I0458,consumable,0.34,1,GEM,card,LATAM,LATAM,desktop,android,282,5,5.0,4.89,0,1,1,0,93990ad13a,2d1ecf34ad,0.28,-33145.93,-19232.48,1,normal,,P082c808b13,-0.219
T310969f660,2025-04-03 21:56:50,Prime,U00202,U01414,I0083,mount,26.87,1,GEM,card,LATAM,OCE,desktop,desktop,386,516,3.99,4.29,1,1,0,1,9380c005ed,c25c15fdee,0.0,,,1,normal,,P4f4b4d01f8,-0.126
T1c4dd37607,2025-04-03 21:59:45,Arcade,U00231,U01895,I0088,blueprint,12.63,1,GEM,wallet,LATAM,EU,desktop,ios,351,205,4.0,5.0,0,1,1,0,5f5e049a18,0c20d18f30,15.32,-28535.47,-12684.82,1,normal,,P985d4e6102,-0.291
Tff0e12b59f,2025-04-03 22:03:41,Prime,U00849,U01530,I0022,title,3.51,1,GEM,card,EU,LATAM,android,android,419,190,4.84,4.31,1,0,0,0,f0b490d533,13297c3cfd,14.36,-26394.72,-38934.67,1,normal,,Pf893478621,-0.231
T0edd25e373,2025-04-03 22:18:48,Prime,U01753,U01033,I0123,skin_common,1.04,1,GEM,wallet,EU,SEA,android,desktop,57,232,3.07,4.92,1,0,0,0,4d3931544e,59f06122c5,24.75,-25156.98,-28172.33,1,normal,,P59c9e1024e,-0.265
T34e65dcc6b,2025-04-03 22:28:22,Prime,U00779,U00039,I0268,blueprint,6.78,1,GEM,card,OCE,EU,ios,android,310,77,4.38,3.85,1,0,0,0,b596fd9770,7d815f4d86,121.02,-25263.9,-27936.15,1,normal,,Pbb716ec072,-0.377
T708ceebab4,2025-04-03 22:33:39,Prime,U00246,U00605,I0375,skin_rare,4.62,1,GEM,wallet,EAST_ASIA,EAST_ASIA,ios,console,86,213,4.76,4.43,0,1,0,0,5509e96071,ca4f87317c,0.0,,-35687.92,1,normal,,Pf50edbeef4,-0.27
T322f87b831,2025-04-03 22:43:15,Shadow,U00958,U01640,I0327,artifact,24.0,1,GEM,card,NA,EAST_ASIA,android,ios,156,120,4.37,4.46,0,1,1,0,426254189e,5420bf52d2,0.0,,-38680.23,1,normal,,P57836ed83d,-0.29
Tbd0da43bcf,2025-04-03 22:50:23,Prime,U00221,U01995,I0175,artifact,21.35,1,GEM,card,LATAM,LATAM,android,desktop,193,229,4.46,4.16,0,1,0,1,7f5a2895b6,ae40786c0f,28.78,-23498.07,-13153.33,1,normal,,Pa0f06ebc90,-0.307
T631397f567,2025-04-03 22:54:45,Prime,U00986,U01414,I0169,blueprint,8.3,1,GEM,card,SEA,OCE,ios,desktop,437,516,3.94,4.29,1,1,0,1,2ba3e0e605,c25c15fdee,4.9,-1342.07,-16691.4,1,normal,,P309c7bbe66,-0.355
T7bcb973ae3,2025-04-03 22:55:53,Arcade,U01095,U00807,I0473,card_common,0.47,1,GEM,wallet,EU,EAST_ASIA,ios,console,186,357,4.27,4.69,1,1,0,0,4f5a7d16b6,0b6f62d3c5,5.53,-28239.68,-33938.92,1,normal,,P53f1eb2a16,-0.242
T773c9f5c30,2025-04-03 23:04:55,Arcade,U00271,U01545,I0076,title,1.47,1,GEM,card,EU,NA,desktop,desktop,435,148,4.15,4.7,0,1,0,1,fc5b9f3947,c30f3533fb,7.41,-17699.25,-24136.62,1,normal,,Pf576d75001,-0.327
T43bb56cde0,2025-04-03 23:08:37,Shadow,U00468,U01930,I0048,consumable,0.12,1,GEM,wallet,SEA,SEA,console,desktop,47,845,4.28,3.77,0,0,0,1,a8d6d8792a,5b71e7a665,5.47,-6600.72,-34012.32,1,normal,,P6907027cd4,-0.325
Tec03baa6ff,2025-04-03 23:10:25,Arcade,U00243,U00928,I0244,artifact,40.2,1,GEM,card,EU,LATAM,ios,ios,270,294,4.62,3.7,0,1,0,0,0f884a5b49,7cce18e758,47.79,-20721.63,-7117.18,1,normal,,Pffb587ce24,-0.186
Tbe39822022,2025-04-03 23:11:44,Prime,U00939,U00677,I0048,consumable,0.33,1,GEM,wallet,SEA,LATAM,console,desktop,282,648,3.8,4.14,1,0,1,0,44061779c1,a84def1926,1.49,-36750.4,,1,normal,,P57c9122c03,-0.224
T9985405261,2025-04-03 23:14:34,Shadow,U00521,U00376,I0298,artifact,32.91,1,GEM,wallet,NA,EU,android,desktop,543,449,4.92,4.37,1,0,0,0,8c5fd3c2fc,8694da1622,68.87,-21410.45,517.72,1,normal,,Pa068ceb7bf,-0.233
T14d356748d,2025-04-03 23:16:53,Prime,U00962,U01561,I0019,consumable,0.73,1,GEM,wallet,EAST_ASIA,EU,desktop,desktop,180,179,4.49,4.02,0,1,0,0,780098cef5,0f610869e3,11.54,-13204.93,3880.35,1,normal,,P26fb34f938,-0.031
T7cc420eee4,2025-04-03 23:16:53,Prime,U00520,U01377,I0008,skin_legendary,90.86,1,GEM,wallet,EU,NA,desktop,ios,70,293,2.74,4.27,1,1,0,0,2a0faf3428,b0826330cb,14.19,-35115.23,-33577.02,1,normal,,P711cfc74a5,-0.025
T78785c0b96,2025-04-03 23:18:11,Prime,U01624,U00427,I0228,card_common,0.31,1,GEM,wallet,SEA,OCE,desktop,desktop,35,561,4.33,5.0,0,0,0,0,40f3b6091b,f3822b5e74,50.71,686.58,2659.47,1,normal,,P0f7c3c91ce,-0.3
T0cae985f4c,2025-04-03 23:18:17,Prime,U00470,U00985,I0340,skin_rare,7.36,1,GEM,card,EU,NA,desktop,desktop,369,363,4.8,3.27,1,1,0,0,744844c052,b18b94062a,26.0,-9511.78,-30292.15,1,normal,,P338a576aa8,-0.205
Tcfc7cf1f50,2025-04-03 23:20:17,Prime,U00759,U01660,I0378,card_epic,5.68,1,GEM,card,OCE,LATAM,desktop,desktop,80,392,5.0,4.73,1,1,0,0,5f8a2c2156,1a66874274,20.99,-14653.82,-37040.78,1,normal,,P450bce206e,-0.184
T2923916fbf,2025-04-03 23:22:49,Prime,U01212,U01771,I0440,mount,10.82,1,GEM,card,OCE,EAST_ASIA,desktop,desktop,584,229,4.22,3.98,1,1,0,0,84bf68e0b2,83bce4c3c3,0.0,,,1,normal,,P5b043e12f8,-0.278
T6f67018770,2025-04-03 23:22:54,Prime,U01434,U00041,I0131,skin_legendary,27.44,1,GEM,giftcode,OCE,NA,desktop,ios,49,138,4.08,4.83,1,1,0,0,6de5033788,c0c4aec115,66.5,3171.68,-36449.12,1,normal,,P76a88e5196,-0.261
T241c9f5c20,2025-04-03 23:27:20,Arcade,U01478,U00470,I0415,card_common,0.29,1,GEM,card,NA,EU,desktop,desktop,110,369,4.62,4.8,1,1,1,0,dd128632a6,744844c052,37.12,-7371.85,-33833.2,1,normal,,P190bc7780e,-0.307
Tc1b866c258,2025-04-03 23:38:00,Shadow,U00825,U00852,I0428,skin_rare,2.36,1,GEM,card,SEA,LATAM,console,desktop,393,39,4.31,4.49,1,1,0,0,1848462222,6b94a3e3be,0.0,,,1,normal,,Pa0958954d3,-0.324
T53d3525553,2025-04-03 23:41:15,Prime,U00953,U01249,I0425,blueprint,8.36,1,GEM,wallet,EAST_ASIA,EU,ios,desktop,62,30,4.24,3.11,1,1,0,0,69da241fb5,4768326edd,0.0,,1829.27,1,normal,,P28997e2a9e,-0.354
Tfcd8ea135f,2025-04-03 23:43:00,Shadow,U00261,U01675,I0337,skin_common,0.68,1,GEM,card,OCE,SEA,ios,desktop,323,144,3.84,3.55,1,0,0,0,ba39131879,374d3a0b68,98.27,-23387.97,-25346.0,1,normal,,P4f4d79f0ea,-0.319
T8b9eb57361,2025-04-03 23:44:53,Arcade,U00164,U01252,I0102,skin_legendary,24.73,1,GEM,wallet,NA,OCE,android,ios,268,643,3.53,4.2,1,1,0,0,69dc940960,772fb7e64a,15.97,2707.05,226.1,1,normal,,P0e0d9f3394,-0.271
T789d05eda8,2025-04-03 23:45:21,Prime,U01419,U01509,I0298,artifact,92.93,1,GEM,wallet,LATAM,NA,android,ios,147,148,5.0,4.54,1,1,0,0,39a96625de,3d13958e1f,3.4,2958.95,-11533.78,1,mule_account,Very new accounts funneling items to a central hub,P4e2ddef756,0.152
T058ffe3daf,2025-04-03 23:52:21,Prime,U00279,U01509,I0306,consumable,1.33,1,GEM,crypto,SEA,NA,desktop,ios,72,148,4.99,4.54,1,1,0,0,19af02f023,3d13958e1f,12.96,-2348.32,7.0,1,mule_account,Very new accounts funneling items to a central hub,Peb25922242,0.258
Ta299a863ca,2025-04-03 23:53:21,Arcade,U01836,U00751,I0073,skin_common,0.83,1,GEM,giftcode,NA,SEA,ios,ios,62,31,4.05,4.28,1,1,0,0,771a4f4433,21369973cc,84.4,-6304.37,-13791.4,1,normal,,Pa037fafa52,-0.296
Te56d62e027,2025-04-03 23:59:21,Arcade,U00767,U01509,I0288,blueprint,37.81,1,GEM,wallet,LATAM,NA,desktop,ios,645,148,5.0,4.54,1,1,0,0,d806827b7e,3d13958e1f,55.87,-26164.23,7.0,1,mule_account,Very new accounts funneling items to a central hub,P68e91ccf1d,0.076
Tf951633b56,2025-04-04 00:02:25,Prime,U00725,U00817,I0102,skin_legendary,283.06,1,GEM,crypto,EU,LATAM,desktop,desktop,83,100,4.61,5.0,0,1,0,0,a345b8477a,6fb801da8d,35.27,1383.72,-33617.63,1,arbitrage_loop,Step 1 of A->B->C->A,P46752948fe,0.688
Tbc82b11fbc,2025-04-04 00:06:21,Arcade,U01224,U01509,I0222,card_common,1.82,1,GEM,crypto,NA,NA,desktop,ios,525,148,3.32,4.54,1,1,0,0,9ba96187fd,3d13958e1f,133.78,-10605.98,7.0,1,mule_account,Very new accounts funneling items to a central hub,P3193b3308e,0.243
Ta26dd7ad4a,2025-04-04 00:07:25,Shadow,U00817,U00191,I0102,skin_legendary,367.98,1,GEM,crypto,LATAM,NA,desktop,desktop,100,402,5.0,4.12,1,1,0,0,6fb801da8d,5775f445b7,19.97,-21666.07,-5434.58,1,arbitrage_loop,Step 2 of A->B->C->A,P12a7248bdc,1.004
T538dbbef72,2025-04-04 00:12:25,Arcade,U00191,U00725,I0102,skin_legendary,459.98,1,GEM,crypto,NA,EU,desktop,desktop,402,83,4.12,4.61,1,0,0,0,5775f445b7,a345b8477a,78.0,-30565.52,2871.52,1,arbitrage_loop,Step 3 of A->B->C->A,P9ab17eb83d,1.345
T2858902cd5,2025-04-04 00:14:16,Prime,U00133,U01602,I0065,skin_common,0.57,1,GEM,giftcode,LATAM,OCE,desktop,desktop,509,499,3.89,4.87,1,0,0,0,8ef0541fb4,9bdb3e283d,0.0,,-19982.45,1,normal,,Pa77b4c2f2e,-0.335
Tfaf5b47856,2025-04-04 00:14:47,Arcade,U01026,U00564,I0415,card_common,0.85,1,GEM,wallet,OCE,LATAM,android,ios,422,908,3.0,4.6,1,0,0,0,49ab48a030,b5f79b9962,0.0,,,1,normal,,P22eaae41fc,-0.106
Tef4b78698c,2025-04-04 00:22:47,Arcade,U00078,U00034,I0252,card_epic,7.93,1,GEM,wallet,LATAM,OCE,ios,desktop,130,510,4.55,3.34,1,1,0,1,48ad73eb14,effcc31120,175.34,-32633.28,-3076.27,1,normal,,P5baf1b65e3,-0.105
T201c4d8b49,2025-04-04 00:36:51,Arcade,U00908,U01305,I0363,title,2.85,1,GEM,card,OCE,EU,desktop,android,289,610,4.51,5.0,0,0,0,0,d2bd848c58,596af04d0c,0.1,-21293.67,,1,normal,,Pd1cd328335,-0.262
Tbf1765e61e,2025-04-04 00:42:48,Prime,U00261,U01745,I0150,title,1.81,1,GEM,card,OCE,EU,ios,desktop,323,89,3.84,4.73,1,1,0,0,ba39131879,dfd6e715ad,0.0,,,1,normal,,Pf2f74e52d2,-0.311
Tc0ec8f3246,2025-04-04 00:56:29,Shadow,U01673,U01297,I0039,card_epic,25.26,1,GEM,card,EAST_ASIA,NA,desktop,desktop,301,200,4.27,4.57,0,1,0,0,d174e7285d,f022342342,55.78,-14895.97,-8877.38,1,rmt_selling,Crypto used to transfer real-world value via low-value items,P24dbe3c07c,0.506
T3bee9cf5fd,2025-04-04 00:57:56,Prime,U00856,U00385,I0441,consumable,0.33,1,GEM,wallet,NA,LATAM,android,desktop,3,586,4.47,5.0,0,0,0,0,3770d06bdb,7496029cfe,6.82,1479.5,-27024.32,1,normal,,P344175d480,-0.224
T7845cc9fed,2025-04-04 01:06:48,Shadow,U00738,U00404,I0412,consumable,0.45,1,GEM,giftcode,EAST_ASIA,EU,desktop,desktop,90,263,3.66,4.34,1,0,0,1,534d45c679,79af152f3c,7.93,-1891.52,,1,normal,,P06f788bfdc,-0.166
Te04d1a9648,2025-04-04 01:07:38,Prime,U01075,U00799,I0262,skin_common,1.04,1,GEM,card,OCE,NA,desktop,desktop,444,153,4.59,3.94,1,1,0,0,63ef4a8f0e,33b830d4c6,0.0,,,1,normal,,P24e7048759,-0.265
T5ed3fb286b,2025-04-04 01:07:49,Prime,U00600,U00292,I0130,blueprint,15.16,1,GEM,card,OCE,OCE,desktop,desktop,46,31,5.0,3.86,0,1,0,0,ab4880dd24,0a42c4f3c8,0.57,-26546.15,-36862.52,1,normal,,Pbd5cc51e20,-0.255
Tb82670a874,2025-04-04 01:09:55,Arcade,U00834,U01206,I0321,skin_rare,3.79,1,GEM,card,NA,OCE,ios,desktop,45,356,5.0,3.42,0,1,0,0,2124c40b76,6f47b14b24,9.27,-30543.5,,1,normal,,Pa8577f2945,-0.29
Te80ce7fb62,2025-04-04 01:21:40,Shadow,U00612,U01278,I0293,consumable,0.68,1,GEM,card,EU,EU,ios,desktop,12,29,4.71,3.85,0,0,0,0,201ff175e4,ac33778a4b,7.43,-4560.32,-31576.4,1,normal,,P3c0174b8cb,-0.055
T8214f34f0d,2025-04-04 01:45:02,Prime,U01509,U01228,I0372,skin_legendary,67.05,1,GEM,card,NA,LATAM,ios,desktop,148,447,4.54,3.64,1,1,0,0,3d13958e1f,9922a629c2,28.55,-30045.27,-16437.58,1,normal,,Pecdbd625f5,-0.114
T0bb85f47bd,2025-04-04 01:57:02,Arcade,U00098,U01702,I0329,skin_legendary,31.47,1,GEM,card,OCE,OCE,desktop,desktop,925,775,4.73,3.23,1,1,0,0,111a5f238a,3a000142eb,0.92,-15684.83,-32400.75,1,normal,,Pbc207e40fd,-0.246
T75152cd4c8,2025-04-04 01:59:37,Shadow,U00779,U01226,I0091,skin_legendary,38.15,1,GEM,wallet,OCE,EAST_ASIA,ios,desktop,310,18,4.38,4.19,1,1,0,0,b596fd9770,7778e76c3c,75.82,-36404.5,-8183.93,1,normal,,Pb741528702,-0.221
Tf55152634c,2025-04-04 02:00:54,Shadow,U01687,U00648,I0109,card_common,0.37,1,GEM,card,LATAM,SEA,ios,desktop,186,41,5.0,5.0,0,1,0,0,78b6ed10ea,3cbf2b9dd8,20.62,-7177.62,-35424.3,1,normal,,P6a661f126b,-0.278
Tc6496f89ff,2025-04-04 02:13:07,Shadow,U00229,U01332,I0402,card_common,2.74,1,GEM,wallet,OCE,NA,android,desktop,364,30,3.77,3.94,1,0,0,0,ced71c17d7,8cff4905be,53.68,-25800.43,-28229.45,1,duplicate_payment,Same payment id seen across multiple transactions,Pf3061eb1b7,0.574
T47ba17ff75,2025-04-04 02:16:00,Prime,U00983,U01148,I0210,artifact,13.42,1,GEM,card,NA,OCE,desktop,desktop,115,133,5.0,5.0,1,1,0,0,8399e39b3b,cce4b90480,26.91,-26875.42,-28929.88,1,normal,,P8fd50c6868,-0.358
Tbb8a6b8e01,2025-04-04 02:23:07,Shadow,U00229,U01332,I0402,card_common,2.74,1,GEM,crypto,OCE,NA,android,desktop,364,30,3.77,3.94,1,0,0,0,ced71c17d7,8cff4905be,56.42,10.0,10.0,2,duplicate_payment,Repeat payment id reuse,Pf3061eb1b7,0.574
T0b35c1683a,2025-04-04 02:24:14,Prime,U01636,U01757,I0407,skin_rare,7.71,1,GEM,card,SEA,OCE,ios,desktop,211,1016,4.32,3.96,1,0,1,0,6462d08e88,01c4dd7f48,61.52,-239.87,-26627.72,1,normal,,Paddacb8508,-0.197
T71f9670c4f,2025-04-04 02:25:08,Prime,U00125,U00556,I0123,skin_common,1.78,1,GEM,card,SEA,LATAM,desktop,desktop,84,363,3.39,4.16,1,0,0,0,e359436a04,2823cefed5,70.81,-1502.9,-2545.68,1,normal,,Pc81b95a4c5,-0.155
T07641cf4ef,2025-04-04 02:30:08,Prime,U00318,U01521,I0169,blueprint,4.93,1,GEM,card,EU,NA,console,desktop,324,162,5.0,4.67,0,1,1,0,7710420054,e071f8bd72,26.69,-37032.77,3691.37,1,normal,,P777bc3b770,-0.404
T14b27ec249,2025-04-04 02:36:57,Prime,U01249,U01129,I0160,card_common,0.23,1,GEM,card,EU,OCE,desktop,desktop,30,31,3.11,3.46,1,1,0,0,4768326edd,e940237169,0.0,,,1,normal,,P06e9262a34,-0.329
T10b7ed33cb,2025-04-04 02:39:09,Prime,U01981,U01361,I0447,consumable,0.23,1,GEM,wallet,SEA,OCE,android,console,133,15,4.99,4.72,1,0,0,0,b16f65c4a0,3b0c4cbabb,69.53,-11448.82,3039.12,1,normal,,P1a8b150c55,-0.272
T2ba3396942,2025-04-04 02:40:08,Prime,U00303,U00695,I0258,title,1.37,1,GEM,card,SEA,OCE,desktop,android,435,38,2.78,4.41,1,1,0,1,8c9d6d1ef1,385aca22d9,26.68,-5330.4,-12040.75,1,normal,,Pfdeacc63b3,-0.332
Tda4ab5bdfe,2025-04-04 02:50:05,Prime,U01965,U00695,I0414,skin_rare,4.04,1,GEM,crypto,EU,OCE,android,android,50,38,4.06,4.41,1,1,0,1,7f0c4f6fca,385aca22d9,2.44,-9738.37,9.95,1,normal,,P81570b62d8,-0.284
